title,year,genre,users_rating,votes,languages,directors,runtime
Ketika Mas Gagah Pergi the Movie,2016,Drama,8.3,67,Indonesian,Firman Syah,
Koala Kumal,2016,Comedy,6.6,449,Indonesian,Raditya Dika,
Kurung Manuk (Bird Cage),2016,Sci-Fi,7.2,11,Indonesian,Sigit Pradityo,
London Love Story,2016,Drama,6.2,12,Indonesian,Asep Kusdinar,89 min
Me vs. Mami,2016,Comedy,7.5,48,Indonesian,Ody C. Harahap,
Midnight Show,2016,Action,6.6,53,Indonesian,Ginanti Rona Tembang Sari,100 min
My Journey: Mencari Mata Air,2016,Adventure,8.4,16,Indonesian,Joko Nugroho,
My Stupid Boss,2016,Comedy,7.2,"1,241",Indonesian,Upi Avianto,108 min
Nyai: A Woman from Java,2016,Drama,7.1,17,Indonesian,Garin Nugroho,90 min
Pesantren Impian,2016,Drama,5.6,14,Indonesian,Ifa Isfansyah,
Pinky Promise,2016,Comedy,7.5,6,Indonesian,Guntur Soeharjanto,104 min
Rudy Habibie,2016,Biography,7.5,644,Indonesian,Hanung Bramantyo,
Rumah Malaikat,2016,Horror,5.4,16,Indonesian,Billy Christian,
Sabtu Bersama Bapak,2016,Drama,7.5,279,Indonesian,Monty Tiwa,
Shy Shy Cat,2016,Comedy,6.4,35,Indonesian,Monty Tiwa,102 min
Stay with Me,2016,Drama,7.4,13,Indonesian,Rudy Soedjarwo,
Sundul Gan: The Story of Kaskus,2016,Biography,8.5,29,Indonesian,Naya Anindita,89 min
Sunya,2016,Drama,8.6,9,Indonesian,Hari Suhariyadi,88 min
Super Didi,2016,Comedy,7.1,19,Indonesian,Hadrah Daeng Ratu,108 min
Surat Cinta Untuk Kartini,2016,Drama,7.8,22,Indonesian,Azhar Kinoi Lubis,
Surat dari Praha,2016,Drama,7.2,262,Indonesian,Angga Dwimas Sasongko,97 min
Talak 3,2016,Comedy,7.3,86,Indonesian,Ismail Basbeth,
Tausiyah Cinta,2016,Romance,8.4,5,Indonesian,Humar Hadi,
Terjebak Nostalgia,2016,Drama,7.1,46,English,Rako Prijanto,94 min
Terpana,2016,Drama,6.6,25,Indonesian,Richard Oh,
The Doll,2016,Horror,5.3,521,Indonesian,Rocky Soraya,107 min
The Fabulous Udin,2016,Adventure,7.4,8,Indonesian,Herdanius Larobu,98 min
The Professionals,2016,Action,6.4,39,Indonesian,Affandi Abdul Rachman,95 min
The Promise,2016,Thriller,5.8,8,Indonesian,Bambang Drias,90 min
The Window,2016,Drama,8,11,Indonesian,Nurman Hakim,
Triangle the Dark Side,2016,Action,2.2,247,Indonesian,Deddy Corbuzier,90 min
Turah,2016,Drama,7.7,59,Indonesian,Wicaksono Wisnu Legowo,83 min
Uang Panai' Maha(r)l,2016,Comedy,6.6,128,Indonesian,Halim Gani Safia Asril Sani,
Warkop DKI Reborn: Jangkrik Boss Part 1,2016,Adventure,6.5,"1,049",Indonesian,Anggy Umbara,
What's Up with Love 2,2016,Drama,7.4,"1,650",Indonesian,Riri Riza,123 min
Winter in Tokyo,2016,Romance,7.8,17,Indonesian,Fajar Bustomi,103 min
Ziarah,2016,Drama,8,29,Indonesian,B.W. Purba Negara,87 min
#66,2015,Action,5.9,24,Indonesian,Asun Mawardi,116 min
3 Dara,2015,Comedy,5.6,5,Indonesian,Ardy Octaviand,86 min
"3: Alif, Lam, Mim",2015,Action,7.3,292,Indonesian,Anggy Umbara,123 min
A Copy of My Mind,2015,Drama,7.2,698,Indonesian,Joko Anwar,116 min
About A Woman,2015,Drama,8.6,19,Indonesian,Teddy Soeriaatmadja,76 min
Ayat-Ayat Adinda,2015,Drama,5.4,5,Indonesian,Hestu Saputra,
Bulan Terbelah di Langit Amerika,2015,Adventure,6,213,Indonesian,Rizal Mantovani,109 min
CJR the Movie: Lawan Rasa Takutmu,2015,Drama,7.3,20,Indonesian,Patrick Effendy,
Cai Lan Gong,2015,Horror,6.2,5,Indonesian,David Purnomo,83 min
Cinta Selamanya,2015,Drama,6.8,14,Indonesian,Fajar Nugros,
Clown of the Dead,2015,Horror,5.4,125,Indonesian,Awi Suryadi,
Comic 8: Casino Kings Part 1,2015,Action,6.3,327,Indonesian,Anggy Umbara,
Di Balik 98,2015,Drama,6.7,36,Indonesian,Lukman Sardi,
Epen Cupen the Movie,2015,Comedy,5.3,26,Indonesian,Irham Acho Bahtiar,91 min
Filosofi Kopi,2015,Drama,7.1,604,Indonesian,Angga Dwimas Sasongko,117 min
Gangster,2015,Action,5.9,31,Indonesian,Fajar Nugros,99 min
Garuda Superhero,2015,Action,3.6,14,Indonesian,X. Jo,85 min
Guru Bangsa Tjokroaminoto,2015,Biography,7.3,92,Indonesian,Garin Nugroho,161 min
Hijab,2015,Comedy,5.6,16,Indonesian,Hanung Bramantyo,100 min
Jendral Soedirman,2015,Action,7.3,32,Indonesian,Viva Westi,
Kakak,2015,Horror,6.2,11,Indonesian,Ivander Tedjasukmana,
Kapan Kawin?,2015,Comedy,7.3,202,Indonesian,Ody C. Harahap,
Komedi Moderen Gokil,2015,Comedy,4.8,5,Indonesian,Cuk Fk,95 min
Lily Bunga Terakhirku,2015,Drama,7.8,12,Indonesian,Indra Birowo,83 min
Love & Faith,2015,Biography,7.7,26,Indonesian,Benni Setiawan,
Love You... Love You Not,2015,Comedy,5.3,47,Indonesian,Sridhar Jetty,95 min
Magic Hour,2015,Drama,6.2,43,Indonesian,Asep Kusdinar,96 min
Melancholy Is A Movement,2015,Drama,6.5,19,Indonesian,Richard Oh,
Mencari Hilal,2015,Adventure,7.7,71,Indonesian,Ismail Basbeth,94 min
Menuju Rembulan,2015,Drama,6.1,56,Indonesian,Ismail Basbeth,80 min
Misterius,2015,Horror,5,9,Indonesian,Muhammad Yusuf,81 min
Nada Untuk Asa,2015,Drama,6.7,15,Indonesian,Charles Gozali,
Nay,2015,Drama,6.2,8,Indonesian,Djenar Maesa Ayu,80 min
Negeri Van Oranje,2015,Adventure,7.4,269,Indonesian,Endri Pelita,
Ngenest,2015,Comedy,7,392,Indonesian,Ernest Prakasa,
November 10th,2015,Animation,7.1,"2,714",Indonesian,Aryanto Yuniawan,99 min
Pizza Man,2015,Action,6.1,14,Indonesian,Ceppy Gober,90 min
Romeo + Rinjani,2015,Adventure,6.1,11,Indonesian,Fajar Bustomi,85 min
Sagarmatha,2015,Adventure,7.2,21,Indonesian,Emil Heradi,98 min
Single,2015,Comedy,6.8,628,Indonesian,Raditya Dika,127 min
SkakMat,2015,Action,6.7,10,Indonesian,Ody C. Harahap,
Sunshine Becomes You,2015,Comedy,6,66,Indonesian,Rocky Soraya,126 min
Surga Yang Tak Dirindukan,2015,Drama,7.8,"2,135",Indonesian,Kuntz Agus,
Tarot,2015,Drama,7.1,89,Indonesian,Jose Poernomo,119 min
The Wedding & Bebek Betutu,2015,Comedy,6.8,26,Indonesian,Hilman Mutasi,109 min
Toba Dreams,2015,Drama,7.4,45,Indonesian,Benni Setiawan,
Train Station,2015,Crime,5.8,146,English,Xavier Agudo,97 min
Turis Romantis,2015,Romance,8.9,60,Indonesian,Senoaji Julius,
Tuyul: Part 1,2015,Horror,6,90,Indonesian,Billy Christian,95 min
Wewe,2015,Horror,5.8,22,Indonesian,Rizal Mantovani,100 min
12 Menit,2014,Drama,8.6,66,Indonesian,Hanny Saputra,110 min
2014,2014,Action,6.9,35,Indonesian,Hanung Bramantyo,109 min
3 Nafas Likas,2014,Drama,7.3,32,Indonesian,Rako Prijanto,
3600 Detik,2014,Drama,6.6,29,Indonesian,Nayato Fio Nuala,90 min
7 Hari 24 Jam,2014,Drama,7.1,77,Indonesian,Fajar Nugros,97 min
99 Cahaya di Langit Eropa Part 2,2014,Adventure,6,25,Indonesian,Guntur Soeharjanto,102 min
"Aku, Kau, & KUA",2014,Comedy,7,42,Indonesian,Monty Tiwa,
Angker,2014,Horror,6.8,13,Indonesian,Muhammad Yusuf,90 min
Assalamualaikum Beijing,2014,Drama,7.2,231,Indonesian,Guntur Soeharjanto,
Bajaj Bajuri the Movie,2014,Action,7,5,Indonesian,Fajar Nugros,93 min
Cherrybelle: Crush,2014,Comedy,5.6,111,Indonesian,Rizal Mantovani,101 min
Comic 8,2014,Action,7,839,Indonesian,Anggy Umbara,106 min
Danau Hitam,2014,Horror,6.1,7,Indonesian,Jose Poernomo,90 min
Guardian,2014,Action,4.2,143,English,Helfi C.H. Kardit,91 min
Haji Backpacker,2014,Adventure,6.1,17,Indonesian,Danial Rifki,
Hijrah Cinta,2014,Biography,8.1,59,Indonesian,,
Killers,2014,Action,6.4,"4,710",Japanese,Kimo Stamboel,137 min
Kukejar Cinta ke Negeri Cina,2014,Comedy,6,30,Indonesian,Fajar Bustomi,94 min
Legend of the East,2014,Action,1.7,10,Indonesian,Nirattisai Kaljareuk,57 min
Malam Minggu Miko Movie,2014,Comedy,7.4,16,Indonesian,Raditya Dika,90 min
Mall Klender,2014,Horror,6.5,52,Indonesian,David Purnomo,
Mari Lari,2014,Drama,7.3,27,Indonesian,Delon Tio,
Marmut Merah Jambu,2014,Comedy,6.9,275,Indonesian,Raditya Dika,
Merry Riana: Mimpi Sejuta Dolar,2014,Biography,6.7,160,Indonesian,Hestu Saputra,
My Idiot Brother,2014,Drama,7.2,12,Indonesian,Alyandra,
Oo Nina Bobo,2014,Horror,5.3,48,Indonesian,Jose Poernomo,
Pendekar Tongkat Emas,2014,Action,6.2,722,Indonesian,Ifa Isfansyah,111 min
Remember When,2014,Drama,6.4,26,Indonesian,Fajar Bustomi,90 min
Rumah Gurita,2014,Drama,7.5,64,Indonesian,Jose Poernomo,106 min
Runaway,2014,Action,6.2,18,Indonesian,Guntur Soeharjanto,90 min
"Selamat Pagi, Malam",2014,Drama,7.3,161,Indonesian,Lucky Kuswandi,94 min
Siti,2014,Drama,7.5,210,Indonesian,Eddie Cahyono,95 min
Strawberry Surprise,2014,Drama,5.9,13,Indonesian,Hanny Saputra,85 min
Street Society,2014,Action,6.6,83,Indonesian,Awi Suryadi,
Suka-Suka Super 7: Habis Gelap Menuju Terang,2014,Drama,8.4,16,Indonesian,Geri Busye,
Supernova,2014,Drama,6.4,289,Indonesian,Rizal Mantovani,135 min
Tabula Rasa,2014,Drama,7.6,118,Indonesian,Adriyanto Dewo,107 min
Tak Kemal Maka Tak Sayang,2014,Comedy,5.5,25,Indonesian,Fajar Bustomi,
The Raid 2,2014,Action,8,"112,091",Indonesian,Gareth Evans,150 min
"The Sun, the Moon, & the Hurricane",2014,Drama,7.3,31,Indonesian,Andri Cung,101 min
Unlimited Love,2014,Drama,8.2,8,Indonesian,Haryanto Corakh,
Viva JKT48,2014,Comedy,7.6,28,Indonesian,Awi Suryadi,
We Are Moluccans,2014,Biography,8.2,152,Indonesian,Angga Dwimas Sasongko,151 min
308,2013,Horror,6.5,93,Indonesian,Jose Poernomo,
9 Summers 10 Autumns,2013,Biography,8.2,61,English,Ifa Isfansyah,114 min
99 Cahaya di Langit Eropa,2013,Adventure,6.2,173,Indonesian,Guntur Soeharjanto,
After the Dark,2013,Drama,5.7,"20,979",English,John Huddles,107 min
Air Mata Terakhir Bunda,2013,Drama,6.9,7,Indonesian,Endri Pelita,
Air Terjun Pengantin Phuket,2013,Horror,5.3,41,Indonesian,Rizal Mantovani,83 min
Bangun Lagi Dong Lupus,2013,Comedy,6.8,41,Indonesian,Benni Setiawan,90 min
Berlian Si Etty,2013,Comedy,6.5,6,Indonesian,Dimas Adi Pratama,97 min
Cinta Brontosaurus,2013,Comedy,6.2,329,Indonesian,Fajar Nugros,98 min
Cinta Dalam Kardus,2013,Comedy,6.5,177,Indonesian,Salman Aristo,90 min
Cinta dari Wamena,2013,Drama,7.8,11,Indonesian,Lasja Fauzia,90 min
Cinta/Mati,2013,Drama,8.2,10,Indonesian,Ody C. Harahap,95 min
Coboy Junior: The Movie,2013,Drama,3.8,125,Indonesian,Anggy Umbara,90 min
Crazy Love,2013,Romance,6.9,10,Indonesian,Guntur Soeharjanto,
Eyang Kubur,2013,Comedy,7,10,Japanese,Findo Purwono,80 min
Finding Srimulat,2013,Comedy,6.8,25,Indonesian,Charles Gozali,104 min
Gending Sriwijaya,2013,Action,6.3,26,Indonesian,Hanung Bramantyo,
Get M4rried,2013,Comedy,6.7,31,Indonesian,Monty Tiwa,112 min
Hari Ini Pasti Menang,2013,Action,6.9,129,Indonesian,Andibachtiar Yusuf,90 min
Hasduk Berpola,2013,Drama,8.4,23,Indonesian,Harris Nizam,99 min
Honeymoon,2013,Comedy,5.2,5,Indonesian,Findo Purwono,
Java Heat,2013,Action,5.1,"4,618",English,Conor Allyn,
Jokowi,2013,Biography,6.9,170,Indonesian,Azhar Kinoi Lubis,117 min
KM 97,2013,Horror,4.5,15,Indonesian,Jose Poernomo,83 min
Kemasukan Setan,2013,Horror,6.8,5,Indonesian,Muhammad Yusuf,
Kembalinya Nenek Gayung,2013,Comedy,4.5,15,Indonesian,Shakuntala,
Kisah 3 Titik,2013,Drama,4.4,5,Indonesian,Bobby Prabowo,104 min
La tahzan,2013,Drama,6.2,76,Indonesian,Danial Rifki,100 min
Laskar Pelangi Sekuel 2: Edensor,2013,Drama,6.6,94,French,Benni Setiawan,
Laura & Marsha,2013,Drama,6.3,7,Indonesian,Dinna Jasanti,107 min
Madre,2013,Drama,7.7,63,Indonesian,Benni Setiawan,107 min
Manusia Setengah Salmon,2013,Comedy,6,81,Indonesian,Herdanius Larobu,
Mika,2013,Drama,6.7,111,Indonesian,Lasja Fauzia,101 min
Misteri Cipularang,2013,Horror,5,14,Indonesian,Dede Ferdinand,89 min
Moga Bunda Disayang Allah,2013,Drama,7,26,Indonesian,Jose Poernomo,
Mursala,2013,Drama,6.9,18,Indonesian,Viva Westi,100 min
Operation Wedding,2013,Comedy,6.8,121,Indonesian,Monty Tiwa,
Pokun Roxy,2013,Comedy,6.1,8,Indonesian,Boy Rano,83 min
Rectoverso,2013,Drama,7.2,209,Indonesian,Olga Lydia,110 min
Refrain,2013,Drama,6.7,97,Indonesian,Fajar Nugros,110 min
Rocket Rain,2013,Drama,6.2,17,Indonesian,Anggun Priambodo,99 min
Romantini,2013,Drama,5.4,7,Indonesian,Monty Tiwa,
Salisiah Adaik,2013,Drama,9.2,19,Indonesian,Ferdinand Almi,
Sang Kiai,2013,Action,6.7,119,Indonesian,Rako Prijanto,136 min
Sang Pialang,2013,Drama,6.7,21,Indonesian,Asad Amar,112 min
Soekarno: Indonesia Merdeka,2013,Biography,7,428,Indonesian,Hanung Bramantyo,137 min
Sokola Rimba,2013,Biography,7.3,61,Indonesian,Riri Riza,90 min
Someone's Wife in the Boat of Someone's Husband,2013,Drama,6.2,23,Indonesian,Edwin,55 min
Something in the Way,2013,Drama,7.4,518,Indonesian,Teddy Soeriaatmadja,89 min
Sule Detektif Tokek,2013,Comedy,5.4,24,Indonesian,Reka Wijaya,75 min
Tak Sempurna,2013,Action,7.8,12,Indonesian,Herman Panca,86 min
Tampan Tailor,2013,Drama,7,113,Indonesian,Guntur Soeharjanto,100 min
The Empire's Throne,2013,Action,2.6,37,Indonesian,Nirattisai Kaljareuk,71 min
The Sinking of Van Der Wijck,2013,Drama,7.6,"1,023",Dutch,Sunil Soraya,164 min
True Heart,2013,Action,7.5,8,Indonesian,Ismail Sofyan Sani,108 min
V/H/S/2,2013,Horror,6,"35,414",English,Simon Barrett,96 min
Wanita Tetap Wanita,2013,Drama,6.7,19,Indonesian,Irwansyah,98 min
Yang tidak dibicarakan ketika membicarakan cinta,2013,Drama,7.1,221,Indonesian,Mouly Surya,104 min
18++: Forever Love,2012,Drama,4.7,6,Indonesian,Nayato Fio Nuala,
3 Pocong Idiot,2012,Comedy,4.7,27,Indonesian,Nayato Fio Nuala,80 min
5 cm,2012,Adventure,7.2,"1,709",Indonesian,Rizal Mantovani,125 min
Ambilkan Bulan,2012,Drama,6.9,15,Indonesian,Ifa Isfansyah,90 min
Atambua 39° Celsius,2012,Drama,6.1,41,Indonesian,Riri Riza,90 min
Bangkit dari Kubur,2012,Horror,5,22,Indonesian,Nayato Fio Nuala,
Bangkitnya Suster Gepeng,2012,Horror,4.5,13,Indonesian,K. Team,77 min
Belenggu,2012,Horror,6.2,174,Indonesian,Upi Avianto,100 min
Bidadari-Bidadari Surga,2012,Drama,6.6,34,Indonesian,Soni Gaokasak,
Bila,2012,Drama,5,9,Indonesian,Nayato Fio Nuala,84 min
Brandal-Brandal Ciliwung,2012,Drama,7.9,20,Indonesian,Guntur Soeharjanto,105 min
BrokenHearts,2012,Drama,7.2,61,Indonesian,Helfi C.H. Kardit,96 min
Cherrybelle: Love Is U,2012,Drama,7.3,9,Indonesian,Hanny Saputra,80 min
Cinta Suci Zahrana,2012,Drama,6.4,23,Indonesian,Chaerul Umam,108 min
Cinta Tapi Beda,2012,Drama,6.8,34,Indonesian,Hanung Bramantyo,
Cinta di Saku Celana,2012,Comedy,6.8,38,Indonesian,Fajar Nugros,
Cita-Citaku Setinggi Tanah,2012,Drama,6.9,29,Indonesian,Eugene Panji,75 min
Demi Ucok,2012,Drama,6.9,42,Indonesian,Sammaria Simanjuntak,79 min
Dendam dari Kuburan,2012,Horror,2.4,17,Indonesian,Nayato Fio Nuala,80 min
Di Timur Matahari,2012,Drama,8,74,Indonesian,Ari Sihasale,110 min
Enak Sama Enak,2012,Comedy,2.3,14,Indonesian,Nayato Fio Nuala,80 min
Fallin' in Love,2012,Drama,3.6,17,Indonesian,Findo Purwono,95 min
Habibie & Ainun,2012,Biography,7.6,"1,783",Indonesian,Faozan Rizal,120 min
Hattrick,2012,Action,7.7,31,Indonesian,Robert Ronny,
Hello Goodbye,2012,Drama,6.9,18,Indonesian,Titien Wattimena,110 min
Hi5teria,2012,Horror,6.7,49,Indonesian,Harvan Agustriansyah,94 min
I Love You Masbro,2012,Drama,4.7,7,Indonesian,Raymond Handaya,97 min
Jenderal Kancil: The Movie,2012,Comedy,5.7,6,Indonesian,Harry Suharyadi,85 min
Kafan Sundel Bolong,2012,Horror,3.6,23,Indonesian,Yoyok Subagyo,81 min
Kakek Cangkul,2012,Comedy,5.2,26,Indonesian,Nuri Dahlia,76 min
Kebun Binatang,2012,Drama,6.2,273,Indonesian,Edwin,95 min
Keumala,2012,Drama,7.9,10,Indonesian,Andi Pulung Waluyo,104 min
Kung Fu Pocong Perawan,2012,Comedy,3.5,31,Indonesian,Yoyok Subagyo,77 min
Kuntilanak-Kuntilanak,2012,Horror,5.4,11,Indonesian,Nayato Fio Nuala,77 min
Kutukan Arwah Santet,2012,Horror,6.4,13,Indonesian,Hanny Mustofa,81 min
Loe Gue End,2012,Drama,6.6,8,Indonesian,Awi Suryadi,
Malaikat Tanpa Sayap,2012,Drama,7.8,71,Indonesian,Rako Prijanto,104 min
Mama Cake,2012,Comedy,7.5,65,Indonesian,Anggy Umbara,137 min
Mata Tertutup,2012,Drama,6.3,40,Indonesian,Garin Nugroho,90 min
Misteri Pasar Kaget,2012,Drama,5,6,Indonesian,Wimbadi J.P.,79 min
Mother Keder: Emakku Ajaib Bener,2012,Comedy,6.2,6,Indonesian,Eko Nobel,91 min
My Last Love,2012,Drama,6.2,18,Indonesian,Nayato Fio Nuala,88 min
Negeri 5 Menara,2012,Adventure,6.9,176,Indonesian,Affandi Abdul Rachman,114 min
Nenek Gayung,2012,Comedy,4.8,41,Indonesian,Nuri Dahlia,79 min
Pacarku Kuntilanak Kembar,2012,Horror,3.5,6,Indonesian,Nuri Dahlia,80 min
Parts of the Heart,2012,Drama,6.8,25,Indonesian,Paul Agusta,90 min
Perahu Kertas,2012,Drama,7,519,Indonesian,Hanung Bramantyo,111 min
Perahu Kertas 2,2012,Drama,6.8,235,Indonesian,Hanung Bramantyo,100 min
Petualangan Singa Pemberani,2012,Animation,3.6,7,Indonesian,Lee Croudy,92 min
Pulau Hantu 3,2012,Horror,4.6,29,Indonesian,Jose Poernomo,84 min
Radio Galau FM,2012,Comedy,6.4,115,Indonesian,Iqbal Rais,94 min
"Rayya, Cahaya di Atas Cahaya",2012,Drama,7.6,42,Indonesian,Viva Westi,100 min
Republik Twitter,2012,Drama,7.3,54,Indonesian,Kuntz Agus,105 min
Rumah Bekas Kuburan,2012,Horror,3.7,9,Indonesian,Irwan Siregar,79 min
Rumah Hantu Pasar Malam,2012,Horror,3.6,12,Indonesian,Arie Azis,74 min
Rumah Kentang,2012,Horror,5.9,76,Indonesian,Jose Poernomo,102 min
Rumah dan Musim Hujan,2012,Comedy,7.4,65,Indonesian,Ifa Isfansyah,100 min
Rumah di Seribu Ombak,2012,Drama,7,29,Indonesian,Erwin Arnada,107 min
Sampai Ujung Dunia,2012,Drama,8,37,Indonesian,Monty Tiwa,
Sang Martir,2012,Drama,6.7,7,Indonesian,Helfi C.H. Kardit,98 min
Santet Kuntilanak,2012,Horror,3.1,7,Indonesian,Nayato Fio Nuala,77 min
Sanubari Jakarta,2012,Drama,6.6,15,Indonesian,Lola Amaria,100 min
Seandainya,2012,Drama,6.3,7,Indonesian,Nayato Fio Nuala,82 min
Soegija,2012,Biography,6.2,117,Indonesian,Garin Nugroho,115 min
"Sule, Ay Need You",2012,Comedy,7.1,56,Indonesian,Cuk Fk,
Tali Pocong Perawan 2,2012,Horror,4.2,20,Indonesian,Volkan Maida,84 min
Tanah Surga... Katanya,2012,Drama,6.9,102,Indonesian,Herwin Novianto,91 min
Test Pack,2012,Comedy,7.1,134,Indonesian,Monty Tiwa,105 min
The Witness,2012,Drama,6.3,39,English,Muhammad Yusuf,
Toilet Blues,2012,Drama,6.2,18,Indonesian,Dirmawan Hatta,87 min
Ummi Aminah,2012,Drama,7.6,16,Indonesian,Aditya Gumay,104 min
Vakansi yang Janggal dan Penyakit Lainnya,2012,Drama,4.7,57,Indonesian,Yosep Anggi Noen,90 min
Xia aimei,2012,Drama,7.6,9,Indonesian,Alyandra,73 min
13 Cara Memanggil Setan,2011,Horror,5.3,19,Indonesian,A. Liong Wong,80 min
Ada Apa dengan Pocong?,2011,Comedy,5.2,27,Indonesian,Nayato Fio Nuala,
Akibat Pergaulan Bebas 2,2011,Drama,3.2,20,Indonesian,Findo Purwono,
Anakluh,2011,Drama,7.2,6,Indonesian,Edward Sirait,89 min
Arisan! 2,2011,Comedy,6.6,157,Indonesian,Nia Di Nata,119 min
Arwah Goyang Karawang,2011,Comedy,2.9,35,Indonesian,Helfi C.H. Kardit,90 min
Arwah Kuntilanak Duyung,2011,Comedy,2.8,35,Indonesian,Yoyok Subagyo,77 min
"Ayah, Mengapa Aku Berbeda?",2011,Drama,6.7,25,Indonesian,Findo Purwono,99 min
Badai di Ujung Negeri,2011,Adventure,7.6,37,Indonesian,Agung Sentausa,
Baik-Baik Sayang,2011,Drama,6.7,11,Indonesian,Somad Sutedja,95 min
Batas,2011,Drama,7.5,26,Indonesian,Rudy Soedjarwo,
Belkibolang,2011,Drama,5.7,18,Indonesian,Edwin,87 min
Bukan Pocong Biasa,2011,Comedy,5.4,30,Indonesian,Nayato Fio Nuala,80 min
Catatan (Harian) Si Boy,2011,Action,6.8,125,Indonesian,Putrama Tuta,96 min
Cewek Gokil,2011,Comedy,5.9,13,Indonesian,Rizal Mantovani,
Cewek Saweran,2011,Drama,5,7,Indonesian,Eddie Cahyono,84 min
Cowok Bikin Pusing,2011,Drama,4.8,13,Indonesian,Winalda E.,86 min
Dedemit Gunung Kidul,2011,Horror,3.7,18,Indonesian,Yoyok Subagyo,90 min
Di Bawah Lindungan Ka'bah,2011,Drama,7.4,92,Indonesian,Hanny Saputra,121 min
Dilema,2011,Crime,7.2,61,Indonesian,Adilla Dimitri,100 min
Enter the Hamster,2011,Action,6.3,7,English,Paul Vorrasi,103 min
Garuda di Dadaku 2,2011,Drama,6.4,104,Indonesian,Rudy Soedjarwo,100 min
Get Married 3,2011,Comedy,5.5,39,Indonesian,Monty Tiwa,95 min
Hafalan Shalat Delisa,2011,Drama,7.2,98,Indonesian,Soni Gaokasak,102 min
Jenglot Pantai Selatan,2011,Horror,4,66,Indonesian,Rizal Mantovani,78 min
Kalung Jailangkung,2011,Horror,5.8,11,Indonesian,Nayato Fio Nuala,80 min
Kehormatan di Balik Kerudung,2011,Drama,6.2,13,Indonesian,Tya Subiakto Satrio,105 min
Kejarlah Jodoh Kau Kutangkap,2011,Comedy,6.4,25,Indonesian,Indrayanto Kurniawan,103 min
Kentut,2011,Comedy,4.8,25,Indonesian,Aria Kusumadewa,90 min
Kepergok Pocong,2011,Comedy,4.6,11,Indonesian,Nayato Fio Nuala,78 min
Keranda Kuntilanak,2011,Comedy,3.2,16,Indonesian,Nayato Fio Nuala,83 min
Khalifah,2011,Drama,6.6,14,Indonesian,Nurman Hakim,90 min
Kuntilanak Kesurupan,2011,Comedy,2.4,20,Indonesian,Nayato Fio Nuala,79 min
Langit Biru,2011,Drama,6.6,16,Indonesian,Lasja Fauzia,93 min
Laut Bercermin,2011,Drama,7.1,78,Indonesian,Kamila Andini,100 min
Lima Elang,2011,Family,7.1,52,Indonesian,Rudy Soedjarwo,88 min
Lost in Papua,2011,Adventure,6.5,13,Indonesian,Irham Acho Bahtiar,100 min
Love Story,2011,Drama,7.3,27,Indonesian,Hanny Saputra,96 min
Lovely Man,2011,Drama,7.2,208,Indonesian,Teddy Soeriaatmadja,76 min
Masih Bukan Cinta Biasa,2011,Drama,6.8,19,Indonesian,Benni Setiawan,98 min
Mati Muda di Pelukan Janda,2011,Comedy,2.5,6,Indonesian,Helfi C.H. Kardit,82 min
Milli & Nathan,2011,Drama,7.6,37,Indonesian,Hanny Saputra,89 min
Misteri Hantu Selular,2011,Horror,6.2,11,Indonesian,Indra Tirtana,
Mortal Enemies,2011,Action,6.1,105,English,Asun Mawardi,103 min
My Blackberry Girlfriend,2011,Comedy,5.2,16,Indonesian,Findo Purwono,83 min
Oh Tidak..!,2011,Comedy,4.7,7,Indonesian,Ardy Octaviand,89 min
Pacar Hantu Perawan,2011,Comedy,3.8,39,Indonesian,Yoyok Subagyo,76 min
Pelet Kuntilanak,2011,Horror,3.5,11,Indonesian,Nayato Fio Nuala,
Pelukan Janda Hantu Gerondong,2011,Horror,4,20,Indonesian,Helfi C.H. Kardit,
Pengejar Angin,2011,Drama,6.8,23,Indonesian,Hanung Bramantyo,101 min
Perempuan² Liar,2011,Comedy,6.1,16,Indonesian,Rako Prijanto,81 min
Pocong Kesetanan!,2011,Comedy,4.8,20,Indonesian,Nayato Fio Nuala,76 min
Pocong Mandi Goyang Pinggul,2011,Comedy,1.8,158,Indonesian,Yoyok Subagyo,90 min
Pocong Minta Kawin,2011,Comedy,7.1,12,Indonesian,Nayato Fio Nuala,84 min
Pocong Ngesot,2011,Comedy,2.8,17,Indonesian,Nayato Fio Nuala,79 min
Poconggg Juga Pocong,2011,Comedy,6.2,39,Indonesian,Nayato Fio Nuala,78 min
Pupus,2011,Drama,7,31,Indonesian,Rizal Mantovani,99 min
Purple Love,2011,Drama,6.2,13,Indonesian,Guntur Soeharjanto,99 min
Red and White III: Hearts of Freedom,2011,Action,6.2,131,Indonesian,Conor Allyn,
Rumah Tanpa Jendela,2011,Drama,7.2,56,Indonesian,Aditya Gumay,100 min
Sajadah Ka'bah,2011,Action,6.6,7,Indonesian,Rhoma Irama,107 min
Sang Penari,2011,Drama,7.1,243,Indonesian,Ifa Isfansyah,112 min
Semesta Mendukung,2011,Drama,6.9,18,Indonesian,John de Rantau,101 min
Serdadu Kumbang,2011,Drama,7.2,29,Indonesian,Ari Sihasale,106 min
Setannya Kok Masih Ada,2011,Comedy,4.5,13,Indonesian,Muchyar Syamas,83 min
Skandal,2011,Drama,5,20,Indonesian,Jose Poernomo,83 min
Surat Kecil Untuk Tuhan,2011,Biography,6.3,100,Indonesian,Harris Nizam,105 min
